hieroglyph	gardiner_codes	transliteration	english	occurrence
𓇉𓄿𓅱𓏛𓏥𓁷𓏤	M16,G1,G43,Y1,Z2,D2,Z1	HAw  Hr	more than	0.0
𓇉𓄿𓅱𓏛𓏥𓁷𓏤𓄤𓆑𓂋	M16,G1,G43,Y1,Z2,D2,Z1,F35,I9,D21	HAw  Hr  nfr	surpassing in beauty	0.0
𓇉𓄿𓅱𓏛𓏥𓈘𓏥𓀀𓁐𓏥	M16,G1,G43,Y1,Z2,N36,Z2,A1,B1,Z2	HAw  mr	the lower orders	0.0
𓇉𓄿𓏲𓏛𓏥𓏏𓏛𓏥	M16,G1,Z7,Y1,Z2,J1,X1,Y1,Z2	HAw  xt	a special offering	0.0
𓇉𓏏𓏐𓏊	M16,J1,X1,X2,W22	HAw  xt	a special offering	0.0
𓇉𓏥𓏏𓏛	M16,Y1V,Z2,J1,X1,Y1	HAw  xt	a special offering	0.0
𓇉𓏏𓄣	M16,X1,F34	HAty	heart, central chest, thought	0.0
𓇉𓄿𓂝𓇋𓇋𓏏𓀜	M16,G1,D36,M17,M17,X1,A24	HAayt	strife	0.0
𓇉𓂝𓏭𓅪	M16,D36,Z4,G37	HAayt	strife	0.0
𓇉𓄿𓂝𓇋𓇋𓏏𓅪𓏥	M16,G1,D36,M17,M17,X1,G37,Z2	HAayt	strife	0.0
𓇉𓄿𓂝𓂝𓂻	M16,G1,D36,D36,D54	HAaa	touch (of ship on land)	0.0
𓇉𓄿𓊪𓋳	M16,G1,Q3,S28	HAp	secret, mysterious, (to) hide	0.0
𓇉𓄿𓊪𓋳𓂋𓏤𓁷𓏤	M16,G1,Q3,S28,D21,Z1,D2,Z1	HAp  r  Hr	keep silence about	0.0
𓇉𓄿𓊪𓉐	M16,G1,Q3,O1	HAp	secret place ?	0.0
𓇉𓄿𓊪𓂧𓂋𓏤𓀭	M16,G1,Q3,D46,D21,Z1,A40	HApd  r	open mouthed	0.0
𓇉𓄿𓅓𓅻𓂡	M16,G1,G17,G51,D40	HAm	catch (fish), fish (waters)	0.0
𓇉𓄿𓅓𓅯𓆛𓀜	M16,G1,G17,G41,K1,A24	HAm	catch (fish), fish (waters)	0.0
𓇉𓄿𓅓𓅱𓅼𓀜	M16,G1,G17,G43,G52,A24	HAmw	fishermen	0.0
𓇉𓄿𓂋𓏲𓁹𓅭	M16,G1,D21,Z7,D4,G39	HArw	decoy-duck, bait (en general)	0.0
𓇉𓄿𓇉𓄿𓂻	M16,G1,M16,G1,D54	HAHA	go astray, stumble	0.0
𓇉𓇉𓂻	M16,M16,D54	HAHA	stumble	0.0
𓇉𓄿𓊗𓏭𓂽	M16,G1,O50,Z4,D55	HAHA	stumble	0.0
𓇉𓄿𓈎𓂝	M16,G1,N29,D36	HAq	plunder (goods), capture (towns), carry off (captives)	0.0
𓇉𓈎𓂡𓏥	M16,N29,D40,Z2	HAq	plunder	0.0
𓇉𓈎𓏏𓂡𓏥	M16,N29,X1,D40,Z2	HAqt	plunder	0.0
𓇉𓈎𓂡𓀏𓏪	M16,N29,D40,A13,Z3	HAqw	captives	0.0
𓇉𓄿𓈎𓏲𓀜𓀀	M16,G1,N29,Z7,A24,A1	HAqw	plunderer	0.0
𓇉𓄿𓎼𓂻	M16,G1,W11,D54	HAg	touch (of ship on land)	0.0
𓇉𓄿𓎼𓄿𓎼𓏛	M16,G1,W11,G1,W11,Y1	HAgAg	rejoice (over)	0.0
𓇉𓄿𓅂𓋳	M16,G1,G4,S28	HAtyw	fine linen	0.0
𓇉𓅂𓅱𓋳𓏪	M16,G4,G43,S28,Z3	HAtyw	fine linen	0.0
𓇉𓄿𓍘𓇋𓍱	M16,G1,U33,M17,V6	HAtyw	fine linen	0.0
𓇉𓄿𓍘𓇋𓇲	M16,G1,U33,M17,N4	HAti	cloudiness (of sky)	0.0
𓇉𓄿𓏏𓁹	M16,G1,X1,D4	HAti	bleariness (of eyes)	0.0
𓇉𓄿𓊪𓂧	M16,G1,Q3,D46	Hpd	open (mouth)	0.0
𓇋𓄿𓏏𓄇𓇳	M17,G1,X1,F9,N5	At	momento, instante, tiempo (en general)	0.0
𓇋𓋴	M17,S29,J2	Ais	viscera	0.0
𓇋𓂋𓌗𓂡	M17,D21,T12,D40	Ar	drive away (from)	0.0
𓇋𓉔𓏲𓅪𓏥	M17,O4,Z7,G37,Z2	Ahw	misery, trouble	0.0
𓇋𓉔𓅪	M17,O4,J2,G37	Ahw	pain	0.0
𓇋𓉔𓅪	M17,O4,G37	Ahw	misery, trouble	0.0
𓇋𓉔𓁣𓏯	M17,O4,C7,Z5	Ahw	illness	0.0
𓇋𓄿𓅱𓇶	M17,G1,J1,G43,N8	Axw	sunlight, sunshine	0.0
𓇋𓄹𓄹𓄹	M17,F51,F51,F51	i	flesh	0.0
𓇋𓆰𓏥	M17,M2,Z2	i	reeds, leaves	0.0
𓇋𓏤𓆰𓏥	M17,Z1,M2,Z2	i	reeds, leaves (of reeds)	0.0
𓇋𓄿𓏏𓄦	M17,G1,X1,F37	iAt	back, spine (of man, animal)	0.0
𓇋𓄿𓏏𓄦𓄻	M17,G1,X1,F37,F51B	iAt	back, spine (of man, animal)	0.0
𓇋𓄿𓏏𓄦𓏏𓏤	M17,G1,X1,F37,X1,Z1	iAt	back, spine (of man, animal), middle (of river, lake)	0.0
𓇋𓄿𓏏𓊾	M17,G1,X1,R12	iAt	standard (for cult objects)	0.0
𓇋𓏏𓈏	M17,X1,N30	iAt	mound, ruin	0.0
𓇋𓄿𓏏𓏯𓏛𓏥	M17,G1,X1,Z5,Y1,Z2	iAt	office, function	0.0
𓇋𓄿𓅱𓏏𓊑𓏛𓏥	M17,G1,G43,X1,O44,Y1,Z2	iAwt	offices, functions	0.0
𓇋𓄿𓏏𓅐	M17,G1,X1,G14	iAt	a milk - goddess	0.0
𓇋𓄿𓅱𓀢	M17,G1,G43,A30	iAw	adoration	0.0
𓇋𓀢𓏪	M17,A30,Z3	iAw	adoration	0.0
𓇋𓄿𓀢𓏪	M17,G1,A30,Y1V,Z3	iAw	adoration	0.0
𓇋𓄿𓅱𓀢𓏛𓏥	M17,G1,G43,A30,Y1,Z2	iAw	adoration	0.0
𓇋𓄿𓄿𓈅𓏥	M17,G1,G1,N21,Z2	iAA	mounds of rubble	0.0
𓇋𓄿𓄿𓇋𓇋𓏏𓆰	M17,G1,G1,M17,M17,X1,M2	iAAyt	rod, reed, rushes	0.0
𓇋𓄿𓄿𓏏𓇣	M17,G1,G1,X1,M34	iAAyt	rod, reeds, rushes	0.0
𓇋𓄿𓄿𓏏𓌂	M17,G1,G1,X1,S42	iAAyt	rod, reeds, rushes	0.0
𓇋𓄿𓄿𓏏𓆰	M17,G1,G1,X1,M2	iAAyt	rod, reeds, rushes	0.0
𓇋𓄿𓄿𓏏𓆱	M17,G1,G1,X1,M3	iAAyt	rod, reeds, rushes	0.0
𓇋𓄿𓅱𓀗	M17,G1,G43,A19	iAwi	be aged, attain old age, old age	0.0
𓇋𓅱𓄿𓏭𓀗	M17,G43,G1,Z4,A19	iAwi	be aged, attain old age, old age	0.0
𓇋𓄿𓅱𓏏𓀗	M17,G1,G43,X1,A19	iAwt	old age	0.0
𓇋𓄿𓅱𓀗𓀀	M17,G1,G43,A19,A1	iAw	old man	0.0
𓇋𓄿𓇋𓇋𓏏𓁐	M17,G1,M17,M17,X1,B1	iAyt	old woman	0.0
𓇋𓄿𓇋𓇋𓏏𓀗𓁐	M17,G1,M17,M17,X1,A19,B1	iAyt	old  woman	0.0
𓇋𓄿𓏏𓀗	M17,G1,X1,A19	iAyt	old  woman	0.0
𓇋𓄿𓏏𓅱𓊑𓄛𓏥	M17,G1,X1,G43,O44,F27,Z2	iAwt	herds	0.0
𓇋𓄿𓃀𓏏	M17,G1,D58,X1	iAbt	the East	0.0
𓇋𓄿𓃀𓍘	M17,G1,D58,U33	iAbty	east, eastern	0.0
𓇋𓄿𓃀𓊡	M17,G1,D58,P5	iAb	the east wind	0.0
𓇋𓄿𓅓𓍢	M17,G1,G17,V1	iAm	bind (the sacrifice)	0.0
𓇋𓄿𓅓	M17,G1,G17,T30A	iAm	bind (the sacrifice)	0.0
𓇋𓄿𓅓𓌂	M17,G1,G17,S42	iAm	offer (to)	0.0
𓇋𓄿𓂋𓅱𓆰𓏥	M17,G1,D21,G43,M2,Z2	iArw	rushes (plants)	0.0
𓇋𓄿𓂋𓂋𓁼	M17,G1,D21,D21,D7	iArr	be dim, be weak (of heart)	0.0
𓇋𓄿𓂋𓂋𓁹𓅪	M17,G1,D21,D21,D4,G37	iArr	be dim (of eye), be weak (of heart)	0.0
𓇋𓄿𓂋𓂋𓏏𓇭	M17,G1,D21,D21,X1,M43	iArrt	vine	0.0
𓇋𓁹𓂋𓏏𓇭	M17,D4,D21,X1,M43	iArrt	vine	0.0
𓇋𓄿𓂋𓂋𓏏𓁺𓈒𓏥	M17,G1,D21,D21,X1,D5,N33,Z2	iArrt	grapes	0.0
𓇋𓄿𓂋𓏏𓁸	M17,G1,D21,X1,D3	iArt	lock of hair	0.0
𓇋𓄿𓅱𓇶	M17,G1,J1,G43,N8	iAxw	sunshine, radiance	0.0
𓇋𓄿𓅱𓀭	M17,G1,J1,G43,A40	iAxw	radiance (as a god)	0.0
𓇋𓄿𓋴𓀠	M17,G1,S29,A28	iAs	bald	0.0
𓇋𓋴	M17,S29,J2	iAs	bald	0.0
𓇋𓋴𓀠	M17,S29,A28	iAs	bald	0.0
𓇋𓄿𓈙𓀁	M17,G1,N37,A2	iAS	call, summon	0.0
𓇋𓅚𓈎	M17,G23,N29,A32B	iAq	leap	0.0
𓇋𓄿𓈎𓏏𓆰𓏥	M17,G1,N29,X1,M2,Z2	iAqt	leeks, vegetables	0.0
𓇋𓄿𓎡𓅱𓀗𓏪	M17,G1,V31,G43,A19,Z3	iAkw	the aged	0.0
𓇋𓄿𓎡𓏲𓀘𓈉	M17,G1,V31,Z7,A20,N25	ikw	stone-quarry	0.0
𓇋𓄿𓎡𓃀𓁸	M17,G1,V31,D58,D3	iAkb	mourning, wailings	0.0
𓇋𓀁𓎡𓃀𓁸𓀁	M17,A2,V31,D58,D3,A2	iAkb	mourning, wailings (plural)	0.0
𓇋𓄿𓎡𓃀𓇋𓇋𓁸𓏥	M17,G1,V31,D58,M17,M17,B77,D3,Z2	iAkby	mourners	0.0
𓇋𓄿𓍿𓂿𓅪	M17,G1,V13,D57,G37	iAT	be injured, be distorted, be missing, abate	0.0
𓇋𓄿𓏏𓂿	M17,G1,X1,D57	iAT	be injured, be distorted, be missing (from), abate (of fever)	0.0
𓇋𓄿𓍿𓅱𓂿𓉐𓏥	M17,G1,V13,G43,D57,O1,Z2	iATw	shambles	0.0
𓇋𓄿𓏏𓅱𓂿𓉐𓏥	M17,G1,X1,G43,D57,O1,Z2	iATw	shambles	0.0
𓇋𓄿𓏏𓅂𓉐𓏥	M17,G1,X1,G4,O1,Z2	iATw	shambles	0.0
𓇋𓄿𓏏𓅂𓂿	M17,G1,X1,G4,D57	iAtyw	mutilation	0.0
𓇋𓄿𓂧𓀔𓀀	M17,G1,D46,A17,A1	id	boy	0.0
𓇋𓄿𓂧𓅪	M17,G1,D46,G37	idw	pestilence	0.0
𓇋𓄿𓂧𓏏𓏯𓇲	M17,G1,D46,X1,Z5,N4	iAdt	dew, pouring rain, pestilence, affliction, influence	0.0
𓇋𓂧𓏏𓇲	M17,D46,X1,N4	iAdt	pouring rain	0.0
𓇋𓄿𓂧𓏏𓏯𓅪𓏥	M17,G1,D46,X1,Z5,G37,Z2	iAdt	intruders	0.0
𓇋𓄿𓂧𓏏𓏯𓈗	M17,G1,D46,X1,Z5,N35A	iAdt	influence	0.0
𓇋𓄿𓂧𓏏𓏯𓍢	M17,G1,D46,X1,Z5,V1	iAdt	net	0.0
𓇋𓄿𓂧𓏏𓈀𓈇𓏤	M17,G1,D46,X1,N18,N23,Z1	iAdt	tract (of land)	0.0
𓇋𓂝𓉵	M17,D36,O24A	ia	tomb (mastaba)	0.0
𓇋𓂝𓉵	M17,D36,O24A	ia	ascend, arise	0.0
𓇋𓂝𓈗𓂡	M17,D36,N35A,D40	iai	wash, wash out (an inscription etc)	0.0
𓇋𓂝𓅱𓈗	M17,D36,G43,N35A	iaw	washing	0.0
𓇋𓂝𓏲𓈗𓇳	M17,D36,Z7,N35A,N5	iaw	breakfast	0.0
𓇋𓂝𓅱𓈗𓂋𓏐𓏤𓏊𓏤	M17,D36,G43,N35A,D21,X2,Z1,W22,Z1	iaw  r	breakfast	0.0
𓇋𓂝𓅱𓈗𓏐𓏤𓏊𓏤	M17,D36,G43,N35A,D154,X2,Z1,W22,Z1	iaw  r	breakfast	0.0
𓇋𓂝𓅱𓈗𓂋𓏤	M17,D36,G43,N35A,D21,Z1	iaw  r	breakfast	0.0
𓇋𓂝𓂝𓅱𓂡	M17,D36,D36,G43,D40	iaaw	cover up	0.0
𓇋𓂝𓃀𓎺	M17,D36,D58,W10	iab	bowl	0.0
𓇋𓂝𓃀𓄏	M17,D36,D58,F16	iab	heap up (corn with a pitchfork)	0.0
𓇋𓂝𓎺𓃀𓏛	M17,D36,W10,D58,Y1	iab	be united, assemble, join, unite, present	0.0
𓇋𓂝𓃀𓎺	M17,D36,D58,W10,S36C	iab	assemble (of persons)	0.0
𓇋𓂝𓃀𓄏𓏛	M17,D36,D58,F16,Y1	iab	be united	0.0
𓇋𓂝𓃀𓎺	M17,D36,D58,W10	iab	be united	0.0
𓇋𓂝𓃀	M17,D36,D58,O30U	iab	be united	0.0
𓇋𓂝𓆑	M17,D36,I9	iaf	wring out, squeeze out	0.0
𓇋𓂝𓈖𓏌𓅱𓀁	M17,D36,N35,W24,G43,A2	ianw	greeting ?, woe to	0.0
𓇋𓂝𓈖𓏌𓏤𓏛	M17,D36,N35,W24,Z1,Y1	ianw	greeting	0.0
𓇋𓂝𓂋𓈐	M17,D36,D21,N31	ar	mount up	0.0
𓇋𓂝𓂋𓏏𓆗	M17,D36,D21,X1,I12	iart	uraeus	0.0
𓇋𓂝𓂋𓏏𓉐	M17,D36,D21,X1,O1	iart	abode (of god)	0.0
𓇋𓎛	M17,V28,N62,G7C	iaH	moon god	0.0
𓇋𓂝𓎛	M17,D36,V28,C114A	iaH	moon	0.0
𓇋𓂝𓎛	M17,D36,V28,N11A	iaH	moon	0.0
𓇋𓂝𓎛𓌤	M17,D36,V28,T24,N11A	iaH	moon	0.0
𓇋𓂝𓈙𓀁	M17,D36,N37,A2	aS	pilot	0.0
𓇋𓅱𓀓	M17,G43,A16	iw	hump-back ?	0.0
𓇋𓅱𓇋𓇋	M17,G43,M17,M17,P19	iwi	strand, leave boatless	0.0
𓇋𓍯𓄿𓃒	M17,V4,G1,E1	iwA	ox, long-horned cattle	0.0
𓇋𓍯𓄿𓄹	M17,V4,G1,F51	iwA	beef	0.0
𓇋𓍯𓄿𓇋𓇋𓏏𓁐	M17,V4,G1,M17,M17,X1,B1	iwAyt	female representative, substitute	0.0
𓇋𓂝𓄯	M17,D36,F44	iwaw	heir	0.0
𓇋𓂝𓇋𓇋𓏏𓀀𓏥	M17,D36,M17,M17,X1,A1,Z2	iwayt	troops	0.0
𓇋𓅱𓃀𓏏𓈀	M17,G43,D58,X1,N18	iwbt	crumb (of bread)	0.0
𓇋𓅱𓆑𓄹𓄹𓄹	M17,G43,I9,F51,F51,F51	iwf	flesh, meat	0.0
𓇋𓆑𓄹	M17,I9,F51	iwf	flesh (of man)	0.0
𓇋𓏲𓆑𓄻𓏥	M17,Z7,I9,F51B,Z2	iwf	flesh (of man)	0.0
𓇋𓆑𓄻𓏥	M17,I9,F51B,Z2	iwf	meat	0.0
𓇋𓅱𓄟𓋴𓀁	M17,G43,F31,S29,A2	iwms	misstatement	0.0
𓇋𓄟𓋴𓀁	M17,F31,S29,A2	iwms	misstatement	0.0
𓇋𓃹𓈖𓁸	M17,E34,N35,D3	iwn	complexion, colour, nature, disposition	0.0
𓇋𓃹𓈖𓄛	M17,E34,N35,F27	iwn	complexion, colour, nature, disposition	0.0
𓇋𓃹𓈖𓁸𓏛	M17,E34,N35,D3,Y1	iwn	complexion, colour, nature, disposition	0.0
𓇋𓅱𓎼𓂋𓏏𓈉	M17,G43,W11,D21,X1,N25	iwgrt	realm of the dead	0.0
𓇋𓅱𓂜𓏏	M17,G43,D35,X1	iwty	who.......not, which.......not	0.0
𓇋𓅱𓂜𓍘𓇋	M17,G43,D35,U33,M17	iwty	who.......not, which.......not	0.0
𓇋𓅱𓂜𓏏𓏏	M17,G43,D35,X1,X1	iwtt	what is not, does not exist	0.0
𓇋𓃀𓃙𓄛	M17,D58,E8,F27	ib	kid goat	0.0
𓇋𓃀𓇲𓃙	M17,D58,N4,E8	ib	kid goat	0.0
𓇋𓃀𓀁	M17,D58,A2	ibi	be thirsty, thirst after (something)	0.0
𓇋𓃀𓇋𓈗	M17,D58,M17,N35A	ibi	be thirsty, thirst after (something)	0.0
𓇋𓃀𓃙𓀁	M17,D58,E8,A2	ibi	be thirsty, thirst after (something)	0.0
𓇋𓃀𓃙𓈗𓀜	M17,D58,E8,N35A,A24	ibi	be thirsty, thirst after (something)	0.0
𓇋𓃀𓃙𓀁𓀀	M17,D58,E8,A2,A1	ib	thirsty man	0.0
𓇋𓃀𓃙𓈗𓀁𓀀	M17,D58,E8,N35A,A2,A1	ib	a thirsty man	0.0
𓇋𓃀𓃙𓏏𓈗	M17,D58,E8,X1,N35A	ibt	thirst	0.0
𓇋𓏏𓃀𓈗	M17,X1,D58,N35A	ibt	thirst	0.0
𓇋𓃀𓏏𓃔𓈗𓀁	M17,D58,X1,E3,N35A,A2	ibt	thirst	0.0
𓇋𓃀𓏏𓈗𓀁	M17,D58,X1,N35A,A2	ibt	thirst	0.0
𓇋𓃀𓏏𓃙	M17,D58,X1,E8	ibt	thirst	0.0
𓇋𓃀𓃙𓏏𓀁	M17,D58,E8,X1,A2	ibt	thirst	0.0
𓇋𓃀𓀁	M17,D58,A2	ib	think, suppose	0.0
𓇋𓃀𓃙𓀁	M17,D58,E8,A2	ib	think, suppose	0.0
𓇋𓃀𓃔𓀁	M17,D58,E3,A2	ib	think, suppose	0.0
𓇋𓃀𓉐	M17,D58,O1	ibw	refuge	0.0
𓇋𓃀𓀤	M17,D58,A32	ibA	dance	0.0
𓇋𓃀𓃙𓏡	M17,D58,E8,Y6	ibA	draughtsman	0.0
𓇋𓃀𓏡𓅱𓃲	M17,D58,Y6,G43,E28	ibAw	Barbary sheep	0.0
𓇋𓃀𓅡𓄿𓅱𓃲	M17,D58,G29,G1,G43,E28	ibAw	Barbary sheep	0.0
𓇋𓃀𓄫𓅱𓄛𓏤	M17,D58,F40,G43,F27,Z1	ibAw	Barbary sheep	0.0
𓇋𓃀𓃙𓏲𓉐	M17,D58,E8,Z7,O1	ibw	refuge, shelter	0.0
𓇋𓃀𓅱𓉐	M17,D58,G43,O1	ibw	refuge, shelter	0.0
𓇋𓃀𓉐	M17,D58,O1	ibw	refuge, shelter	0.0
𓇋𓃀𓅱𓉬	M17,D58,G43,O18	ibw	tent of purification	0.0
𓇋𓃀𓅱𓏭𓍢𓏥	M17,D58,G43,Z4,V1,Z2	ibwy	halliard of ship ?	0.0
𓇋𓃀𓅱𓍢	M17,D58,G43,V1	ibwy	halliards (of ship)	0.0
𓇋𓃀𓅱𓅱𓍢𓏥	M17,D58,G43,G43,V1,Z2	ibwy	halliards (of ship)	0.0
𓇋𓃀𓅱𓅱𓍢𓏥	M17,D58,G43,G43,V1,Z2	ibwy	halliards (of ship)	0.0
𓇋𓃀𓂋𓎯𓏋𓏥	M17,D58,D21,W1,W23,Z2	ibr	ladanum	0.0
𓇋𓃀𓃔𓇋𓏊	M17,D58,E3,M17,W22	ibr	ladanum ?	0.0
𓇋𓃀𓂋𓇋𓈒𓏥	M17,D58,D21,M17,N33,Z2	ibr	ladanum ?	0.0
𓇋𓃀𓉔𓏏𓈉	M17,D58,O4,X1,N25	ibht	Ibhet	0.0
𓇋𓃀𓉔𓄿𓏏𓈉	M17,D58,O4,G1,X1,N25	ibht	Ibhet	0.0
𓇋𓃀𓉔𓏏𓏭𓊌	M17,D58,O4,X1,Z4,O39	ibhty	Ibhet-stone	0.0
𓇋𓃀𓃔𓉔𓄿𓅱𓏏𓏭𓈒𓏥	M17,D58,E3,O4,G1,G43,X1,Z4,N33,Z2	ibhty	Ibhet stone	0.0
𓇋𓃀𓎛𓄑𓏤	M17,D58,V28,F18,Z1	ibH	tooth, tusk	0.0
𓇋𓃀𓃙𓎛𓈗𓀜	M17,D58,E8,V28,N35A,A24	ibH	stream (with liquid), be suffused (with blood)	0.0
𓇋𓃀𓃔𓎛𓈗𓄑𓏥	M17,D58,E3,V28,N35A,F18,Z2	ibH	stream (with liquid), be suffused (with blood)	0.0
𓇋𓃀𓍿𓏏𓂾	M17,D58,V13,X1,D56	ibTt	part of leg	0.0
𓇋𓃀𓃙𓎛𓅱𓈗	M17,D58,E8,V28,G43,N35A	ibHw	libationer	0.0
𓇋𓃀𓎛𓈗	M17,D58,V28,N35A	ibHw	libationer	0.0
𓇋𓃀𓋴	M17,D58,S29,S57	ibs	headdress (of king)	0.0
𓇋𓃀𓍿𓌦	M17,D58,V13,T26	ibT	bird-trap	0.0
𓇋𓃀𓏏𓌦	M17,D58,X1,T26	ibT	bird - trap	0.0
𓇋𓊪𓏛𓆓𓏏𓏤	M17,Q3,Y1,I10,X1,Z1	ip  Dt	collect one''s wits, recover one''s senses, having (his) wits about (him)	0.0
𓇋𓊪𓏏𓏛	M17,Q3,X1,Y1	ipt	census	0.0
𓇋𓊪𓅱𓏛𓏥	M17,Q3,G43,Y1,Z2	ipw	payments	0.0
𓇋𓊪𓏏𓌽	M17,Q3,X1,U9	ipt	grain-measure of 4 heqat	0.0
𓇋𓊪𓏏𓊨𓏏𓏥	M17,Q3,X1,Q1,X1,Z2	ipt  swt	Temple of Karnak	0.0
𓇋𓊪𓏏𓄛𓁐	M17,Q3,X1,F27,B1	ipt	Twelfth month (name and festival)	0.0
𓇋𓊪𓅮𓄿𓉐𓏤	M17,Q3,G40,G1,O1,Z1	ipA	private office	0.0
𓇋𓅮𓏏𓉐	M17,G40,X1,O1	ipAt	private office	0.0
𓇋𓊪𓅱𓊖	M17,Q3,G43,O49	ipw	Akhmim	0.0
𓇋𓊪𓅱	M17,Q3,G43	ipw	these	0.0
𓇋𓊪𓆑	M17,Q3,I9	ipf	those	0.0
𓇋𓊪𓎛𓃟	M17,Q3,V28,E12	ipH	swine, pigs	0.0
𓇋𓊪𓏏𓅱	M17,Q3,X1,G43	iptw	these	0.0
𓇋𓊪𓏏𓅱𓏏	M17,Q3,X1,G43,X1	iptwt	these	0.0
𓇋𓊪𓏏𓆑	M17,Q3,X1,I9	iptf	those	0.0
𓇋𓊪𓏏𓈖	M17,Q3,X1,N35	iptn	these	0.0
𓇋𓊪𓂧𓅱𓆱𓏥	M17,Q3,D46,G43,M3,Z2	ipdw	furniture	0.0
𓇋𓆑𓄹	M17,I9,F51	if	flesh	0.0
𓇋𓆑𓂧𓂢𓏥	M17,I9,D46,D41,Z2	ifd	quadruple	0.0
𓇋𓆑𓂧𓏏𓏥	M17,I9,D46,X1,Z2	ifdt	a four, quartette	0.0
𓇋𓆑𓂧𓊌	M17,I9,D46,O39	ifd	rectangular	0.0
𓇋𓆑𓂧𓊌𓋳	M17,I9,D46,O39,S28	ifd	cloth	0.0
𓇋𓆑𓂧𓏭𓂢𓋳	M17,I9,D46,Z4,D41,S28	ifdy	couch, cloth	0.0
𓇋𓆑𓂧𓏭𓂢𓍱𓆱𓏏𓏤	M17,I9,D46,Z4,D41,V6,M3,X1,Z1	ifdy	couch	0.0
𓇋𓆑𓂧𓂻	M17,I9,D46,D54	ifd	flee	0.0
𓇋𓆑𓂧𓏭𓂢𓂾𓂻	M17,I9,D46,Z4,D41,D56,D54	ifd	flee	0.0
𓇋𓅓	M17,G17,J15	im	form, shape, side	0.0
𓇋𓅓𓄻	M17,J15,G17,F51B	im	form, shape	0.0
𓇋𓅓𓀁	M17,J15,G17,A2	im	moan	0.0
𓇋𓈗𓀁	M17,J15,N35A,A2	im	moan	0.0
𓇋𓅓𓏏𓀁	M17,J15,G17,X1,A2	imt	groaning, grief	0.0
𓇋𓅓𓀁𓏥	M17,J15,G17,A2,Z2	imw	grief	0.0
𓇋𓅓𓅱𓏛𓏥	M17,J15,G17,G43,Y1,Z2	imw	grief	0.0
𓇋𓅓𓏏𓀖𓏭𓊖	M17,J15,G17,X1,A18,Z4,O49	imt	Tell el-Farun (Nebeshah)	0.0
𓇋𓅓𓏏𓎺	M17,G17,X1,W10	imt	wine of Imt	0.0
𓇋𓏏𓀖	M17,J15,X1,A18	imty	foster-child	0.0
𓇋𓅓𓈒𓏥𓏤	M17,J15,G17,N33,Z2,Z1	im	gesso ?	0.0
𓇋𓅓𓇋𓇋𓏏𓏛𓏥	M17,J15,G17,M17,M17,X1,Y1,Z2	imyt	pigment	0.0
𓇋𓇋𓈗𓈘𓈅𓏤	M17,M17,N35A,N36,N21,Z1	ym	sea	0.0
𓇋𓇋𓏲𓅓𓂝𓈗𓈘𓈇	M17,M17,Z7,G17,D36,N35A,N36,N23	ym	sea	0.0
𓇋𓏶𓄣𓏤	M17,Z11,F34,Z1	imy  ib	favourite	0.0
𓇋𓏶𓅓𓇋𓇩𓊃𓉐	M17,Z11,G17,M17,M40,O34,O1	imy  is	councillor	0.0
𓇋𓏶𓅓𓏭𓂝𓏤	M17,Z11,G17,Z4,D36,Z1	imy  a	regional officer ?	0.0
𓇋𓏏𓏶𓉐𓏤	M17,X1,Z11,O1,Z1	imy  pr	will, testament	0.0
𓇋𓏶𓅱𓏥𓈗	M17,Z11,G43,Z2,N35A	imyw  mw	aquatic animals	0.0
𓇋𓏶𓅓𓆱𓏏	M17,Z11,G17,M3,J1,X1	imy  xt	following after(of time)	0.0
𓇋𓏶𓅓𓆱𓏏	M17,Z11,G17,M3,J1,X1	imy  xt	who are in attendance on, member of the bodyguard, superintendant,	0.0
𓇋𓏶𓅓𓅱𓏪𓇾𓈇𓏤	M17,Z11,G17,G43,Z3,N16,N23,Z1	imyw  tA	snakes	0.0
𓇋𓏶𓅓𓅱𓏪𓇾𓈇𓏤𓈗	M17,Z11,G17,G43,Z3,N16,N23,Z1,N35A	imyw  tA  mw	of land and water	0.0
𓇋𓅓𓂝	M17,J15,G17,D36	imi	give !, place !, cause !	0.0
𓇋𓅓𓂜	M17,G17,D35	imi	''negatives the  verb''	0.0
𓇋𓅓𓇋𓇋	M17,G17,M17,M17	imy	belongs to (me)	0.0
𓇋𓏶𓅱𓏏𓍘𓇋	M17,Z11,G43,X1,U33,M17	imiwti	between, among	0.0
𓇋𓏶𓅱𓏏	M17,Z11,G43,X1	imiwti	among	0.0
𓇋𓏶𓏏𓅱	M17,Z11,X1,G43	imytw	between, in the midst of	0.0
𓇋𓌳𓏏𓃵	M17,U1,X1,E30	imAt	female ibex, female (of any animal)	0.0
𓇋𓌳𓆭	M17,U1,M1	imA	a type of tree	0.0
𓇋𓌳𓄿𓆭	M17,U1,G1,M1	imA	a tree	0.0
𓇋𓄿𓆭𓅓	M17,G1,M1,G17	imA	a tree	0.0
𓇋𓌳𓆭	M17,U1,M1	imA	kind, gentle, well-disposed, pleasing, be gracious, be delighted, charmed	0.0
𓇋𓄿𓅓𓆭	M17,G1,G17,M1	imA	pleasing (to)	0.0
𓇋𓄿𓌳𓆭𓅓	M17,G1,U1,M1,G17	imA	pleasing (to)	0.0
𓇋𓌳𓆭𓅓	M17,U1,M1,G17	imA	be delighted (with), charmed (with)	0.0
